incident_id,offense_type_id
184307,0
183940,0
183950,0
184519,0
184635,0
184636,0
184637,0
184640,0
184673,0
184711,0
184729,0
184735,0
185091,0
185238,0
185351,0
185376,0
185450,0
185547,0
185557,0
185663,0
185767,0
185874,0
185918,0
185969,0
186079,0
186088,0
186138,0
186265,0
186314,0
186403,0
186417,0
186438,0
186448,0
186449,0
186476,0
186584,0
186789,0
1414815,0
190631,0
190643,0
193858,0
190363,0
190379,0
190384,0
190399,0
190451,0
190482,0
190508,0
191238,0
191278,0
191285,0
191288,0
191303,0
191373,0
191389,0
191392,0
191410,0
191426,0
191443,0
191446,0
191458,0
191474,0
191731,0
191794,0
191876,0
191953,0
191969,0
191973,0
191981,0
192025,0
192611,0
192649,0
192650,0
192728,0
192786,0
192876,0
192886,0
192899,0
192907,0
193714,0
193721,0
193723,0
194040,0
194085,0
194158,0
194159,0
194193,0
194207,0
194222,0
194247,0
194278,0
194287,0
1413953,0
1429248,0
1417134,0
1429508,0
193333,0
193452,0
194396,0
194486,0
194648,0
194670,0
194684,0
1414375,0
1414449,0
1417266,0
194765,0
1414323,0
1414311,0
1432039,0
1433298,0
1436779,0
1430863,0
1415992,0
1416958,0
1428947,0
1429528,0
1429944,0
1429968,0
310411,0
310417,0
310420,0
1414938,0
1429043,0
1430050,0
1430074,0
190860,0
190868,0
190956,0
190245,0
191026,0
192249,0
192328,0
189983,0
193053,0
190188,0
192341,0
192380,0
192389,0
192416,0
192485,0
192487,0
1414111,0
1415970,0
1416521,0
1417215,0
1429803,0
1430482,0
1431670,0
191555,0
1431513,0
1431525,0
1429653,0
189995,0
191493,0
192060,0
192061,0
192068,0
193038,0
193039,0
193041,0
193042,0
1415511,0
1433574,0
1415771,0
1416776,0
1428329,0
1428564,0
1428859,0
1428949,0
1429166,0
1429295,0
1429402,0
1429439,0
1429540,0
1430256,0
1428369,0
379504,0
1432826,0
280491,0
280539,0
280555,0
280563,0
309489,0
309504,0
309538,0
309666,0
309674,0
309678,0
333774,0
333786,0
333794,0
333802,0
333835,0
333837,0
333873,0
333887,0
334007,0
334020,0
334085,0
334098,0
334118,0
334128,0
334140,0
390260,0
390364,0
390403,0
390601,0
390615,0
390662,0
390673,0
387577,0
387581,0
392433,0
392435,0
392437,0
392446,0
392576,0
392578,0
405453,0
1412999,0
1413274,0
1411690,0
1412299,0
386634,0
386639,0
386653,0
386686,0
409807,0
298388,0
348708,0
1432818,0
1410601,0
1411607,0
632215,0
1432942,0
1433474,0
280428,0
1413221,0
1431426,0
1432331,0
305610,0
363810,0
1433336,0
405718,0
1411679,0
291147,0
291150,0
291159,0
291160,0
291162,0
291204,0
291206,0
291251,0
291257,0
385579,0
385799,0
385842,0
385853,0
385864,0
385893,0
385921,0
1410755,0
1412259,0
1430512,0
1432128,0
1432296,0
1432608,0
1434084,0
1434089,0
1431669,0
1432105,0
1432587,0
1435348,0
373419,0
1412729,0
1447101,0
348645,0
1410350,0
1411796,0
1433631,0
1433810,0
293587,0
1411087,0
1411544,0
1430504,0
1430718,0
1431587,0
1431926,0
1432486,0
1432487,0
1432510,0
1432675,0
1432677,0
1432687,0
1432996,0
647668,0
472720,0
472721,0
472726,0
472769,0
473220,0
549279,0
551705,0
551714,0
551812,0
646884,0
646940,0
647044,0
647092,0
688016,0
688017,0
688020,0
688113,0
688166,0
688200,0
688210,0
688214,0
688251,0
688270,0
688306,0
688329,0
688331,0
688333,0
688342,0
688366,0
688464,0
688481,0
688581,0
688608,0
1407004,0
1435990,0
1434863,0
1438773,0
674788,0
687793,0
688502,0
688519,0
688520,0
688521,0
689663,0
689673,0
691899,0
691918,0
1435899,0
1406398,0
1434317,0
504806,0
504808,0
1410033,0
1433257,0
1436891,0
549253,0
1408767,0
1435054,0
1435077,0
1435710,0
993265,0
1409441,0
1434809,0
1435180,0
1435202,0
1408927,0
1410199,0
1435147,0
483100,0
483337,0
483340,0
665543,0
665971,0
1436979,0
591782,0
504562,0
504616,0
504694,0
687483,0
687642,0
687700,0
687727,0
1408206,0
1409537,0
1434304,0
1434648,0
1435375,0
1436096,0
1436346,0
1437331,0
1435887,0
1407229,0
566431,0
1406994,0
1407052,0
1407804,0
1409428,0
1433982,0
1436219,0
1436226,0
1433911,0
1434332,0
1409561,0
1433000,0
1434213,0
1434232,0
1437144,0
1437169,0
1437577,0
1437600,0
1438034,0
1438580,0
1435408,0
1274165,0
1253698,0
908094,0
908118,0
908123,0
908134,0
908157,0
908162,0
908180,0
908365,0
1088331,0
1088373,0
1091690,0
1091736,0
1091786,0
1091894,0
1091901,0
1091911,0
1091928,0
1092038,0
1092061,0
1092092,0
1259615,0
1262257,0
1262342,0
1262456,0
1262458,0
1262522,0
1262541,0
1262570,0
1262573,0
1262692,0
1346153,0
1346160,0
1346285,0
1346299,0
1346301,0
1346302,0
1346325,0
1346418,0
1346443,0
1346458,0
1346532,0
1346588,0
1403789,0
1405937,0
1437790,0
1439585,0
1439613,0
1440228,0
1443942,0
1405731,0
1327091,0
1327105,0
1402244,0
1346806,0
1329298,0
1405803,0
1405804,0
1439470,0
1438499,0
1440302,0
1440547,0
1442586,0
1403670,0
1441188,0
1441190,0
1346752,0
822780,0
1141180,0
1403005,0
1405710,0
1405812,0
1439693,0
1440195,0
993247,0
1403577,0
1403902,0
1438721,0
1440400,0
1439767,0
1403439,0
1401514,0
1404582,0
1405592,0
1439904,0
1442856,0
710112,0
1236431,0
842579,0
1025387,0
1402263,0
902604,0
1088302,0
1088303,0
1339613,0
1339710,0
1339723,0
1339812,0
1406061,0
1406069,0
1406084,0
1444045,0
1444202,0
1444257,0
1444298,0
1444341,0
1444363,0
1444379,0
1444923,0
1404184,0
1439411,0
924788,0
1438992,0
1404912,0
1437984,0
1440154,0
1401791,0
1401964,0
1403006,0
1403653,0
1440515,0
1402568,0
1405442,0
1438574,0
1441385,0
1441386,0
1441440,0
1442740,0
1404269,0
1436924,0
1447180,0
1445076,0
1442087,0
1442262,0
1393923,0
1396184,0
1399190,0
1441810,0
1442634,0
1448140,0
1394381,0
1445174,0
1393406,0
1420147,0
1420741,0
1449885,0
1444631,0
1447815,0
1446093,0
1449915,0
1444906,0
1446792,0
1448062,0
1393736,0
1447040,0
1442979,0
1445352,0
1449154,0
1399987,0
1447370,0
1419914,0
1398836,0
1447513,0
1393012,0
1394294,0
1397616,0
1442444,0
1443536,0
1445089,0
1446575,0
1444865,0
1447435,0
1394914,0
1398185,0
1400400,0
1448250,0
1398814,0
1445900,0
1445792,0
1449847,0
1445164,0
1447063,0
1448258,0
1446227,0
1449251,0
1393642,0
1443674,0
1447014,0
1449387,0
1398651,0
1398669,0
1420893,0
1421100,0
1445947,0
1445964,0
1450043,0
1450138,0
1397351,0
1400138,0
1442176,0
1418681,0
1448397,0
1393117,0
1418043,0
1418046,0
1443098,0
1446730,0
1446760,0
1448008,0
1448388,0
1446955,0
1400012,0
1418968,0
1392945,0
1399940,0
1400486,0
1442753,0
1443440,0
1443444,0
1443994,0
1446884,0
1447483,0
1448643,0
1398885,0
138774,1
142921,1
140305,1
140675,1
140936,1
148833,1
145570,1
146909,1
153050,1
155728,1
156059,1
156194,1
156434,1
157651,1
157915,1
158115,1
158219,1
162074,1
162162,1
159898,1
160139,1
160144,1
160164,1
160178,1
160443,1
160472,1
163293,1
163298,1
165194,1
166106,1
167553,1
168444,1
168518,1
168531,1
168568,1
168672,1
168819,1
168844,1
171883,1
174714,1
176880,1
177684,1
179428,1
180076,1
180101,1
180562,1
180524,1
181869,1
181927,1
181930,1
182462,1
182903,1
183253,1
183327,1
183358,1
183418,1
183419,1
183435,1
185093,1
185170,1
185171,1
185597,1
185654,1
186199,1
186310,1
1416370,1
1428619,1
1430361,1
1430650,1
1428492,1
1428566,1
1429530,1
1429677,1
1431215,1
1432376,1
1438128,1
1438130,1
1428483,1
1430295,1
1430039,1
1430318,1
1429628,1
1429642,1
1430313,1
1428926,1
1429619,1
1428639,1
1428792,1
1433168,1
1410791,1
1411469,1
1430885,1
1411303,1
1431763,1
1435703,1
1435745,1
1438129,1
1412990,1
1431824,1
1431994,1
1432283,1
1432284,1
1430849,1
1410579,1
1430948,1
1431900,1
1433907,1
1433916,1
1441036,1
1413337,1
1431958,1
1431968,1
1435772,1
1433191,1
1431504,1
1432179,1
1434260,1
1436440,1
1437032,1
1438845,1
1436243,1
1436863,1
1441885,1
1446420,1
1446432,1
1442218,1
1407059,1
1434297,1
1438324,1
1439880,1
1408100,1
1435289,1
1434622,1
1436224,1
1435830,1
1436112,1
1436118,1
1439302,1
1436003,1
1434359,1
1446661,1
1441256,1
1441641,1
1437636,1
1442806,1
1439226,1
1438346,1
1449096,1
1401994,1
1403354,1
1404155,1
1436511,1
1437751,1
1439908,1
1441840,1
1442369,1
1446417,1
1446421,1
1446514,1
1448265,1
1444580,1
1440408,1
1444063,1
1444305,1
1444315,1
1444329,1
1444356,1
1444369,1
1444927,1
1439664,1
1441287,1
1440687,1
1441606,1
1402584,1
1437720,1
1438058,1
1439126,1
1440727,1
1438164,1
1448837,1
1438703,1
1442454,1
1437124,1
1437394,1
1401320,1
1438124,1
1439645,1
1438429,1
1448448,1
1444908,1
1449618,1
1449927,1
1447363,1
1441727,1
1443531,1
1445057,1
1446469,1
1447075,1
1447639,1
1447675,1
1448505,1
1446770,1
1447450,1
1441349,1
1444025,1
1444985,1
1397579,1
1399039,1
1417571,1
1443962,1
1444536,1
1444542,1
1444796,1
1445160,1
1445413,1
1445420,1
1445439,1
1447531,1
1447732,1
1447735,1
1445871,1
1441997,1
1446561,1
1445726,1
1445737,1
1441531,1
1442243,1
1442694,1
1447318,1
1450110,1
1441638,1
1442840,1
1419042,1
1443452,1
136966,2
136967,2
136969,2
136973,2
137121,2
137122,2
137123,2
137126,2
137132,2
137140,2
137143,2
137146,2
137153,2
141017,2
141019,2
141022,2
141023,2
141026,2
141027,2
141028,2
141044,2
141048,2
136975,2
136979,2
136982,2
136984,2
136988,2
136989,2
136991,2
136993,2
136997,2
137000,2
137007,2
137008,2
137009,2
137010,2
137011,2
137012,2
137013,2
137014,2
137016,2
137017,2
137019,2
137023,2
137024,2
137025,2
137026,2
137030,2
137031,2
137032,2
137034,2
137036,2
137039,2
137040,2
137042,2
137047,2
137049,2
137050,2
137052,2
137054,2
137055,2
137056,2
137059,2
137064,2
137067,2
137069,2
137076,2
137079,2
137081,2
137085,2
137086,2
137090,2
137094,2
137095,2
137098,2
137100,2
137101,2
137102,2
137103,2
137104,2
137105,2
137106,2
137107,2
137109,2
137111,2
137112,2
141012,2
141014,2
141088,2
141095,2
141098,2
141099,2
141101,2
141102,2
141108,2
141109,2
141113,2
141114,2
141118,2
141126,2
141128,2
141131,2
141134,2
141135,2
141141,2
141143,2
141145,2
137157,2
137160,2
137161,2
137169,2
137170,2
137172,2
137174,2
137176,2
137179,2
137180,2
137181,2
137183,2
137186,2
137190,2
137195,2
137197,2
137200,2
137201,2
137210,2
137214,2
137219,2
137225,2
137226,2
137227,2
137230,2
137231,2
137232,2
137233,2
137235,2
137238,2
137240,2
137243,2
137247,2
137248,2
137252,2
137258,2
137261,2
137264,2
137273,2
137276,2
137279,2
137281,2
137282,2
137291,2
137292,2
137293,2
137297,2
137302,2
137303,2
137304,2
137306,2
137309,2
137311,2
137312,2
137313,2
137314,2
137316,2
137318,2
137320,2
137321,2
137322,2
137335,2
137336,2
137338,2
137339,2
137341,2
137344,2
137347,2
137354,2
137355,2
137359,2
137360,2
137361,2
137363,2
137365,2
137366,2
137372,2
137377,2
137378,2
137381,2
137382,2
137386,2
137392,2
137393,2
137394,2
137397,2
137402,2
137409,2
137411,2
137414,2
137416,2
137421,2
137422,2
137423,2
137424,2
137425,2
137426,2
137427,2
137429,2
137430,2
137431,2
137433,2
137437,2
137442,2
137445,2
137448,2
137452,2
137453,2
137456,2
137458,2
137462,2
137466,2
137469,2
137473,2
137475,2
137477,2
137479,2
137481,2
137484,2
137485,2
137489,2
137493,2
137495,2
137499,2
137505,2
137506,2
137508,2
137510,2
137512,2
137518,2
137519,2
137520,2
137524,2
137525,2
137530,2
137535,2
137536,2
137542,2
137547,2
137559,2
137560,2
137564,2
137565,2
137570,2
137571,2
137577,2
137581,2
137585,2
137587,2
137592,2
137596,2
137597,2
137599,2
137600,2
137601,2
137602,2
137603,2
137608,2
137609,2
137611,2
137613,2
137614,2
137619,2
137620,2
137627,2
137633,2
137638,2
137640,2
137641,2
137642,2
137644,2
137646,2
137647,2
137649,2
137652,2
137653,2
137654,2
137657,2
137658,2
137659,2
137664,2
137667,2
137669,2
137671,2
137672,2
137676,2
137677,2
137678,2
137684,2
137688,2
137689,2
137691,2
137692,2
137693,2
137694,2
137695,2
137701,2
137704,2
137709,2
137710,2
137711,2
137714,2
137717,2
141052,2
141058,2
141061,2
141063,2
141065,2
141066,2
141067,2
141068,2
141071,2
141072,2
141079,2
141080,2
141163,2
141165,2
141167,2
141168,2
141174,2
141175,2
141177,2
141182,2
141184,2
141191,2
141193,2
141197,2
141201,2
141206,2
141207,2
141221,2
141224,2
141227,2
141228,2
141233,2
141234,2
141236,2
141238,2
141239,2
141240,2
141243,2
141245,2
141247,2
141250,2
141252,2
141253,2
141255,2
141256,2
141257,2
141258,2
141267,2
141269,2
141270,2
141279,2
141280,2
141282,2
141287,2
141293,2
141296,2
141299,2
141300,2
141301,2
141303,2
141306,2
141307,2
141308,2
141310,2
141311,2
141312,2
141313,2
141314,2
141315,2
141318,2
141319,2
141321,2
141322,2
141323,2
141325,2
141327,2
141329,2
141331,2
141332,2
141333,2
141335,2
141340,2
141345,2
141351,2
141358,2
141359,2
141360,2
141362,2
141363,2
141364,2
141365,2
141366,2
141368,2
141369,2
141370,2
141374,2
141381,2
141384,2
141385,2
141386,2
141388,2
141389,2
141390,2
141391,2
141393,2
141395,2
141397,2
141398,2
141399,2
141400,2
141402,2
141482,2
141484,2
141485,2
141487,2
141488,2
141493,2
141497,2
141499,2
141502,2
141503,2
141504,2
141505,2
141507,2
141514,2
141515,2
141519,2
141520,2
141522,2
141524,2
141525,2
141535,2
141536,2
141537,2
141538,2
141540,2
141543,2
141546,2
141548,2
141556,2
141566,2
141568,2
141570,2
141573,2
141574,2
141576,2
141577,2
141579,2
141585,2
141587,2
141588,2
141589,2
141593,2
141594,2
141595,2
141599,2
141600,2
141601,2
141602,2
141605,2
141606,2
141608,2
141616,2
141617,2
141618,2
141621,2
141624,2
141629,2
141630,2
141631,2
141633,2
141638,2
141643,2
141647,2
141648,2
141649,2
137719,2
137721,2
137723,2
137724,2
137731,2
137736,2
137756,2
137759,2
137762,2
137768,2
137773,2
137780,2
137797,2
137798,2
137807,2
137809,2
137834,2
137837,2
141421,2
141424,2
141425,2
141428,2
141449,2
141452,2
141651,2
141653,2
141657,2
141663,2
141665,2
141666,2
141667,2
137840,2
137841,2
137842,2
137845,2
137846,2
137848,2
137851,2
137852,2
137853,2
137854,2
137855,2
137856,2
137857,2
137858,2
137859,2
137861,2
137863,2
137864,2
137866,2
137868,2
137869,2
137872,2
137873,2
137874,2
137875,2
137876,2
137877,2
137879,2
137880,2
137883,2
137886,2
137887,2
137889,2
137890,2
137891,2
137902,2
137903,2
137909,2
137910,2
137913,2
137914,2
137915,2
137917,2
137920,2
137921,2
137925,2
137926,2
137929,2
137930,2
137931,2
137932,2
137933,2
137934,2
137938,2
137939,2
137940,2
137941,2
137943,2
137944,2
137945,2
141453,2
141454,2
141465,2
141466,2
141467,2
141469,2
141470,2
141471,2
141472,2
141473,2
141474,2
141475,2
141476,2
142858,2
142859,2
142860,2
142862,2
142864,2
142866,2
142867,2
142871,2
142872,2
142873,2
142874,2
142875,2
142876,2
142877,2
142879,2
142881,2
142883,2
142886,2
142888,2
142889,2
142890,2
142892,2
142893,2
143003,2
143017,2
143018,2
143019,2
143020,2
143022,2
143023,2
143030,2
143031,2
143032,2
143033,2
143034,2
143576,2
137986,2
143154,2
143167,2
143174,2
137946,2
137948,2
137952,2
137955,2
137956,2
137958,2
137960,2
137962,2
137963,2
137964,2
137968,2
137971,2
143036,2
143147,2
143149,2
143150,2
143152,2
137995,2
137997,2
138001,2
138007,2
138011,2
138012,2
138013,2
138020,2
138024,2
138025,2
138026,2
138027,2
138030,2
138036,2
138055,2
138060,2
138063,2
138064,2
138068,2
138074,2
138075,2
138079,2
138080,2
138081,2
138088,2
138095,2
138096,2
138097,2
138098,2
138099,2
138101,2
138104,2
143177,2
143289,2
143295,2
143297,2
143302,2
143303,2
138108,2
138109,2
138127,2
138128,2
138129,2
138130,2
138131,2
138132,2
138313,2
138314,2
138315,2
138316,2
143322,2
138110,2
138115,2
138118,2
138140,2
138143,2
138145,2
138147,2
138149,2
138150,2
138158,2
138040,2
138043,2
138044,2
138082,2
138086,2
138119,2
138120,2
138121,2
138161,2
138165,2
138166,2
138168,2
138169,2
138170,2
138174,2
138175,2
138179,2
138180,2
138181,2
138182,2
138183,2
138184,2
138189,2
138190,2
138194,2
138198,2
138199,2
138202,2
138204,2
138209,2
138210,2
138211,2
138212,2
138216,2
138219,2
138221,2
138222,2
138227,2
138230,2
138233,2
138241,2
138252,2
138253,2
138263,2
143306,2
143307,2
143309,2
138264,2
138265,2
138269,2
138270,2
138272,2
138273,2
138274,2
138275,2
138276,2
138277,2
138279,2
138280,2
138281,2
138295,2
138301,2
138303,2
138304,2
138307,2
143313,2
143317,2
138324,2
138334,2
138339,2
138343,2
138348,2
138352,2
138354,2
138356,2
138363,2
138376,2
138377,2
138381,2
138382,2
141786,2
141790,2
141794,2
141795,2
141796,2
141797,2
141801,2
141806,2
143433,2
143435,2
143436,2
143437,2
143441,2
143444,2
143447,2
143449,2
143451,2
143455,2
143456,2
143458,2
143459,2
143461,2
143464,2
143467,2
138392,2
138395,2
138396,2
138410,2
138417,2
138420,2
138424,2
138432,2
138436,2
138437,2
138439,2
138448,2
138449,2
138450,2
138453,2
138456,2
138458,2
138460,2
138464,2
138467,2
138468,2
138469,2
138477,2
141807,2
141816,2
141817,2
141818,2
141894,2
141895,2
141897,2
141898,2
141907,2
141908,2
141912,2
141921,2
141928,2
142004,2
138488,2
138586,2
138587,2
138588,2
138589,2
138592,2
138593,2
138599,2
138602,2
138605,2
138609,2
138610,2
138613,2
138615,2
138619,2
138620,2
138621,2
138623,2
138624,2
138627,2
138629,2
138630,2
138632,2
138633,2
138636,2
138639,2
138641,2
138642,2
138643,2
138644,2
138645,2
138646,2
138647,2
138649,2
138650,2
138651,2
138652,2
138656,2
138659,2
138660,2
138661,2
138662,2
138664,2
138667,2
138668,2
138688,2
138690,2
138692,2
138698,2
138700,2
138705,2
138709,2
138726,2
138727,2
138735,2
138741,2
138742,2
138743,2
138745,2
138753,2
138754,2
138755,2
138758,2
138760,2
138761,2
138762,2
138763,2
142224,2
142227,2
142229,2
142230,2
142231,2
142234,2
142243,2
142244,2
142245,2
142246,2
142249,2
