,year,state,race_id,population
0,56045.0,Iowa,-1,3047646.0
1,56045.0,Iowa,0,3047646.0
2,56045.0,Iowa,1,2793432.0
3,56045.0,Iowa,2,88664.0
4,56045.0,Iowa,3,9708.0
5,56045.0,Iowa,4,54262.0
6,56045.0,Iowa,5,1308.0
0,88695.0,Kansas,-1,2851183.0
1,88695.0,Kansas,0,2851183.0
2,88695.0,Kansas,1,2435253.0
3,88695.0,Kansas,2,164177.0
4,88695.0,Kansas,3,23435.0
5,88695.0,Kansas,4,68683.0
6,88695.0,Kansas,5,1603.0
0,74380.0,Kentucky,-1,4340167.0
1,74380.0,Kentucky,0,4340167.0
2,74380.0,Kentucky,1,3823344.0
3,74380.0,Kentucky,2,339228.0
4,74380.0,Kentucky,3,8607.0
5,74380.0,Kentucky,4,49681.0
6,74380.0,Kentucky,5,2370.0
0,69984.0,Louisiana,-1,4529605.0
1,69984.0,Louisiana,0,4529605.0
2,69984.0,Louisiana,1,2856883.0
3,69984.0,Louisiana,2,1450992.0
4,69984.0,Louisiana,3,28702.0
5,69984.0,Louisiana,4,71460.0
6,69984.0,Louisiana,5,1826.0
0,23528.0,Maine,-1,1329084.0
1,23528.0,Maine,0,1329084.0
2,23528.0,Maine,1,1266435.0
3,23528.0,Maine,2,14338.0
4,23528.0,Maine,3,7168.0
5,23528.0,Maine,4,13971.0
6,23528.0,Maine,5,288.0
0,152556.0,Maryland,-1,5785496.0
1,152556.0,Maryland,0,5785496.0
2,152556.0,Maryland,1,3408049.0
3,152556.0,Maryland,2,1700174.0
4,152556.0,Maryland,3,17323.0
5,152556.0,Maryland,4,323363.0
6,152556.0,Maryland,5,2419.0
0,167819.0,Massachusetts,-1,6560595.0
1,167819.0,Massachusetts,0,6560595.0
2,167819.0,Massachusetts,1,5310948.0
3,167819.0,Massachusetts,2,446347.0
4,167819.0,Massachusetts,3,12908.0
5,167819.0,Massachusetts,4,357354.0
6,167819.0,Massachusetts,5,1576.0
0,234380.0,Michigan,-1,9897264.0
1,234380.0,Michigan,0,9897264.0
2,234380.0,Michigan,1,7852317.0
3,234380.0,Michigan,2,1391269.0
4,234380.0,Michigan,3,55723.0
5,234380.0,Michigan,4,245587.0
6,234380.0,Michigan,5,2678.0
0,124354.0,Minnesota,-1,5313081.0
1,124354.0,Minnesota,0,5313081.0
2,124354.0,Minnesota,1,4570137.0
3,124354.0,Minnesota,2,271953.0
4,124354.0,Minnesota,3,56770.0
5,124354.0,Minnesota,4,216159.0
6,124354.0,Minnesota,5,2087.0
0,33496.0,Mississippi,-1,2967620.0
1,33496.0,Mississippi,0,2967620.0
2,33496.0,Mississippi,1,1768530.0
3,33496.0,Mississippi,2,1101849.0
4,33496.0,Mississippi,3,13344.0
5,33496.0,Mississippi,4,26403.0
6,33496.0,Mississippi,5,345.0
0,134300.0,Missouri,-1,5982413.0
1,134300.0,Missouri,0,5982413.0
2,134300.0,Missouri,1,4972530.0
3,134300.0,Missouri,2,689683.0
4,134300.0,Missouri,3,22704.0
5,134300.0,Missouri,4,96035.0
6,134300.0,Missouri,5,5812.0
0,23879.0,Montana,-1,990785.0
1,23879.0,Montana,0,990785.0
2,23879.0,Montana,1,887924.0
3,23879.0,Montana,2,4145.0
4,23879.0,Montana,3,62398.0
5,23879.0,Montana,4,6034.0
6,23879.0,Montana,5,674.0
0,39295.0,Nebraska,-1,1827306.0
1,39295.0,Nebraska,0,1827306.0
2,39295.0,Nebraska,1,1612538.0
3,39295.0,Nebraska,2,82341.0
4,39295.0,Nebraska,3,16461.0
5,39295.0,Nebraska,4,32302.0
6,39295.0,Nebraska,5,1075.0
0,103745.0,Nevada,-1,2704204.0
1,103745.0,Nevada,0,2704204.0
2,103745.0,Nevada,1,1970074.0
3,103745.0,Nevada,2,218305.0
4,103745.0,Nevada,3,30061.0
5,103745.0,Nevada,4,196245.0
6,103745.0,Nevada,5,16472.0
0,20647.0,New Hampshire,-1,1317474.0
1,20647.0,New Hampshire,0,1317474.0
2,20647.0,New Hampshire,1,1241440.0
3,20647.0,New Hampshire,2,15339.0
4,20647.0,New Hampshire,3,2470.0
5,20647.0,New Hampshire,4,28684.0
6,20647.0,New Hampshire,5,203.0
0,208220.0,New Jersey,-1,8793888.0
1,208220.0,New Jersey,0,8793888.0
2,208220.0,New Jersey,1,6121023.0
3,208220.0,New Jersey,2,1187307.0
4,208220.0,New Jersey,3,21702.0
5,208220.0,New Jersey,4,736015.0
6,208220.0,New Jersey,5,2592.0
0,62839.0,New Mexico,-1,2055287.0
1,62839.0,New Mexico,0,2055287.0
2,62839.0,New Mexico,1,1492641.0
3,62839.0,New Mexico,2,41634.0
4,62839.0,New Mexico,3,189785.0
5,62839.0,New Mexico,4,26855.0
6,62839.0,New Mexico,5,1344.0
0,474066.0,New York,-1,19398125.0
1,474066.0,New York,0,19398125.0
2,474066.0,New York,1,12808268.0
3,474066.0,New York,2,3037255.0
4,474066.0,New York,3,69500.0
5,474066.0,New York,4,1445539.0
6,474066.0,New York,5,6477.0
0,204471.0,North Carolina,-1,9544249.0
1,204471.0,North Carolina,0,9544249.0
2,204471.0,North Carolina,1,6659867.0
3,204471.0,North Carolina,2,2047092.0
4,204471.0,North Carolina,3,110171.0
5,204471.0,North Carolina,4,211708.0
6,204471.0,North Carolina,5,4424.0
0,11827.0,North Dakota,-1,676253.0
1,11827.0,North Dakota,0,676253.0
2,11827.0,North Dakota,1,608799.0
3,11827.0,North Dakota,2,8286.0
4,11827.0,North Dakota,3,36160.0
5,11827.0,North Dakota,4,6869.0
6,11827.0,North Dakota,5,375.0
0,242289.0,Ohio,-1,11533561.0
1,242289.0,Ohio,0,11533561.0
2,242289.0,Ohio,1,9577732.0
3,242289.0,Ohio,2,1403238.0
4,242289.0,Ohio,3,21447.0
5,242289.0,Ohio,4,196395.0
6,242289.0,Ohio,5,2164.0
0,287641.0,Oklahoma,-1,3749005.0
1,287641.0,Oklahoma,0,3749005.0
2,287641.0,Oklahoma,1,2766297.0
3,287641.0,Oklahoma,2,270993.0
4,287641.0,Oklahoma,3,261060.0
5,287641.0,Oklahoma,4,65643.0
6,287641.0,Oklahoma,5,4271.0
0,140039.0,Oregon,-1,3836628.0
1,140039.0,Oregon,0,3836628.0
2,140039.0,Oregon,1,3272707.0
3,140039.0,Oregon,2,69377.0
4,140039.0,Oregon,3,52637.0
5,140039.0,Oregon,4,143652.0
6,140039.0,Oregon,5,14132.0
0,232597.0,Pennsylvania,-1,12699589.0
1,232597.0,Pennsylvania,0,12699589.0
2,232597.0,Pennsylvania,1,10475818.0
3,232597.0,Pennsylvania,2,1372144.0
4,232597.0,Pennsylvania,3,19247.0
5,232597.0,Pennsylvania,4,351626.0
6,232597.0,Pennsylvania,5,3821.0
0,26786.0,Rhode Island,-1,1052471.0
1,26786.0,Rhode Island,0,1052471.0
2,26786.0,Rhode Island,1,859686.0
3,26786.0,Rhode Island,2,64711.0
4,26786.0,Rhode Island,3,4784.0
5,26786.0,Rhode Island,4,31863.0
6,26786.0,Rhode Island,5,350.0
0,81422.0,South Carolina,-1,4630351.0
1,81422.0,South Carolina,0,4630351.0
2,81422.0,South Carolina,1,3108466.0
3,81422.0,South Carolina,2,1290704.0
4,81422.0,South Carolina,3,15122.0
5,81422.0,South Carolina,4,57635.0
6,81422.0,South Carolina,5,1791.0
0,17309.0,South Dakota,-1,815871.0
1,17309.0,South Dakota,0,815871.0
2,17309.0,South Dakota,1,701466.0
3,17309.0,South Dakota,2,10331.0
4,17309.0,South Dakota,3,71532.0
5,17309.0,South Dakota,4,8060.0
6,17309.0,South Dakota,5,157.0
0,109927.0,Tennessee,-1,6353226.0
1,109927.0,Tennessee,0,6353226.0
2,109927.0,Tennessee,1,4982977.0
3,109927.0,Tennessee,2,1060494.0
4,109927.0,Tennessee,3,15991.0
5,109927.0,Tennessee,4,92800.0
6,109927.0,Tennessee,5,2765.0
0,554343.0,Texas,-1,25208897.0
1,554343.0,Texas,0,25208897.0
2,554343.0,Texas,1,18670767.0
3,554343.0,Texas,2,2972834.0
4,554343.0,Texas,3,127794.0
5,554343.0,Texas,4,979385.0
6,554343.0,Texas,5,20671.0
0,11631.0,Vermont,-1,625498.0
1,11631.0,Vermont,0,625498.0
2,11631.0,Vermont,1,596251.0
3,11631.0,Vermont,2,5804.0
4,11631.0,Vermont,3,1855.0
5,11631.0,Vermont,4,7891.0
6,11631.0,Vermont,5,130.0
0,63332.0,Utah,-1,2766233.0
1,63332.0,Utah,0,2766233.0
2,63332.0,Utah,1,2465277.0
3,63332.0,Utah,2,29912.0
4,63332.0,Utah,3,30823.0
5,63332.0,Utah,4,56081.0
6,63332.0,Utah,5,25766.0
0,219962.0,Virginia,-1,8014955.0
1,219962.0,Virginia,0,8014955.0
2,219962.0,Virginia,1,5575445.0
3,219962.0,Virginia,2,1561042.0
4,219962.0,Virginia,3,25205.0
5,219962.0,Virginia,4,443460.0
6,219962.0,Virginia,5,5438.0
0,311316.0,Washington,-1,6738714.0
1,311316.0,Washington,0,6738714.0
2,311316.0,Washington,1,5304864.0
3,311316.0,Washington,2,238255.0
4,311316.0,Washington,3,93416.0
5,311316.0,Washington,4,484047.0
6,311316.0,Washington,5,39246.0
0,34700.0,West Virginia,-1,1850481.0
1,34700.0,West Virginia,0,1850481.0
2,34700.0,West Virginia,1,1737369.0
3,34700.0,West Virginia,2,58260.0
4,34700.0,West Virginia,3,2934.0
5,34700.0,West Virginia,4,12694.0
6,34700.0,West Virginia,5,531.0
0,109310.0,Wisconsin,-1,5687219.0
1,109310.0,Wisconsin,0,5687219.0
2,109310.0,Wisconsin,1,4961852.0
3,109310.0,Wisconsin,2,353470.0
4,109310.0,Wisconsin,3,49289.0
5,109310.0,Wisconsin,4,129550.0
6,109310.0,Wisconsin,5,1302.0
0,15445.0,Wyoming,-1,562803.0
1,15445.0,Wyoming,0,562803.0
2,15445.0,Wyoming,1,513021.0
3,15445.0,Wyoming,2,4689.0
4,15445.0,Wyoming,3,12951.0
5,15445.0,Wyoming,4,4392.0
6,15445.0,Wyoming,5,206.0
0,427407.0,Puerto Rico,-1,3716727.0
1,427407.0,Puerto Rico,0,3716727.0
2,427407.0,Puerto Rico,1,2631788.0
3,427407.0,Puerto Rico,2,282162.0
4,427407.0,Puerto Rico,3,8608.0
5,427407.0,Puerto Rico,4,12495.0
6,427407.0,Puerto Rico,5,44.0
0,72145.0,Alabama,-1,4799277.0
1,72145.0,Alabama,0,4799277.0
2,72145.0,Alabama,1,3326188.0
3,72145.0,Alabama,2,1262152.0
4,72145.0,Alabama,3,25278.0
5,72145.0,Alabama,4,56831.0
6,72145.0,Alabama,5,1387.0
0,56757.0,Alaska,-1,720316.0
1,56757.0,Alaska,0,720316.0
2,56757.0,Alaska,1,481638.0
3,56757.0,Alaska,2,25033.0
4,56757.0,Alaska,3,101273.0
5,56757.0,Alaska,4,39200.0
6,56757.0,Alaska,5,8013.0
0,191265.0,Arizona,-1,6479703.0
1,191265.0,Arizona,0,6479703.0
2,191265.0,Arizona,1,5131739.0
3,191265.0,Arizona,2,270027.0
4,191265.0,Arizona,3,286953.0
5,191265.0,Arizona,4,182953.0
6,191265.0,Arizona,5,12607.0
0,58307.0,Arkansas,-1,2933369.0
1,58307.0,Arkansas,0,2933369.0
2,58307.0,Arkansas,1,2295446.0
3,58307.0,Arkansas,2,454903.0
4,58307.0,Arkansas,3,17945.0
5,58307.0,Arkansas,4,37776.0
6,58307.0,Arkansas,5,5697.0
0,1627359.0,California,-1,37659181.0
1,1627359.0,California,0,37659181.0
2,1627359.0,California,1,23467167.0
3,1627359.0,California,2,2255372.0
4,1627359.0,California,3,286397.0
5,1627359.0,California,4,5005635.0
6,1627359.0,California,5,146290.0
0,175035.0,Colorado,-1,5119329.0
1,175035.0,Colorado,0,5119329.0
2,175035.0,Colorado,1,4301096.0
3,175035.0,Colorado,2,203755.0
4,175035.0,Colorado,3,49177.0
5,175035.0,Colorado,4,141719.0
6,175035.0,Colorado,5,6549.0
0,23066.0,Delaware,-1,908446.0
1,23066.0,Delaware,0,908446.0
2,23066.0,Delaware,1,635474.0
3,23066.0,Delaware,2,194964.0
4,23066.0,Delaware,3,3010.0
5,23066.0,Delaware,4,30422.0
6,23066.0,Delaware,5,567.0
0,14467.0,District of Columbia,-1,619371.0
1,14467.0,District of Columbia,0,619371.0
2,14467.0,District of Columbia,1,248141.0
3,14467.0,District of Columbia,2,310530.0
4,14467.0,District of Columbia,3,1990.0
5,14467.0,District of Columbia,4,21845.0
6,14467.0,District of Columbia,5,233.0
0,94111.0,Connecticut,-1,3583561.0
1,94111.0,Connecticut,0,3583561.0
2,94111.0,Connecticut,1,2792554.0
3,94111.0,Connecticut,2,361668.0
4,94111.0,Connecticut,3,8770.0
5,94111.0,Connecticut,4,141709.0
6,94111.0,Connecticut,5,1304.0
0,430455.0,Florida,-1,19091156.0
1,430455.0,Florida,0,19091156.0
2,430455.0,Florida,1,14568521.0
3,430455.0,Florida,2,3056152.0
4,430455.0,Florida,3,58390.0
5,430455.0,Florida,4,475905.0
6,430455.0,Florida,5,11258.0
0,193170.0,Georgia,-1,9810417.0
1,193170.0,Georgia,0,9810417.0
2,193170.0,Georgia,1,5948977.0
3,193170.0,Georgia,2,3010984.0
4,193170.0,Georgia,3,24496.0
5,193170.0,Georgia,4,330392.0
6,193170.0,Georgia,5,4554.0
0,39459.0,Idaho,-1,1583364.0
1,39459.0,Idaho,0,1583364.0
2,39459.0,Idaho,1,1455692.0
3,39459.0,Idaho,2,8957.0
4,39459.0,Idaho,3,19984.0
5,39459.0,Idaho,4,20141.0
6,39459.0,Idaho,5,2216.0
0,327334.0,Hawaii,-1,1376298.0
1,327334.0,Hawaii,0,1376298.0
2,327334.0,Hawaii,1,344488.0
3,327334.0,Hawaii,2,24532.0
4,327334.0,Hawaii,3,3050.0
5,327334.0,Hawaii,4,526743.0
6,327334.0,Hawaii,5,134733.0
0,265702.0,Illinois,-1,12848554.0
1,265702.0,Illinois,0,12848554.0
2,265702.0,Illinois,1,9320910.0
3,265702.0,Illinois,2,1851524.0
4,265702.0,Illinois,3,27548.0
5,265702.0,Illinois,4,609923.0
6,265702.0,Illinois,5,2979.0
0,136702.0,Indiana,-1,6514861.0
1,136702.0,Indiana,0,6514861.0
2,136702.0,Indiana,1,5510618.0
3,136702.0,Indiana,2,592954.0
4,136702.0,Indiana,3,14975.0
5,136702.0,Indiana,4,107563.0
6,136702.0,Indiana,5,1852.0
0,58229.0,Iowa,-1,3062553.0
1,58229.0,Iowa,0,3062553.0
2,58229.0,Iowa,1,2802839.0
3,58229.0,Iowa,2,91754.0
4,58229.0,Iowa,3,9440.0
5,58229.0,Iowa,4,55878.0
6,58229.0,Iowa,5,1389.0
0,92475.0,Kansas,-1,2868107.0
1,92475.0,Kansas,0,2868107.0
2,92475.0,Kansas,1,2449273.0
3,92475.0,Kansas,2,164299.0
4,92475.0,Kansas,3,23958.0
5,92475.0,Kansas,4,70408.0
6,92475.0,Kansas,5,1887.0
0,80523.0,Kentucky,-1,4361333.0
1,80523.0,Kentucky,0,4361333.0
2,80523.0,Kentucky,1,3835013.0
3,80523.0,Kentucky,2,341576.0
4,80523.0,Kentucky,3,8811.0
5,80523.0,Kentucky,4,51411.0
6,80523.0,Kentucky,5,2019.0
0,75179.0,Louisiana,-1,4567968.0
1,75179.0,Louisiana,0,4567968.0
2,75179.0,Louisiana,1,2874235.0
3,75179.0,Louisiana,2,1463345.0
4,75179.0,Louisiana,3,28466.0
5,75179.0,Louisiana,4,73460.0
6,75179.0,Louisiana,5,2141.0
0,24073.0,Maine,-1,1328320.0
1,24073.0,Maine,0,1328320.0
2,24073.0,Maine,1,1264047.0
3,24073.0,Maine,2,14637.0
4,24073.0,Maine,3,7364.0
5,24073.0,Maine,4,14391.0
6,24073.0,Maine,5,246.0
0,162105.0,Maryland,-1,5834299.0
1,162105.0,Maryland,0,5834299.0
2,162105.0,Maryland,1,3406243.0
3,162105.0,Maryland,2,1717582.0
4,162105.0,Maryland,3,17535.0
5,162105.0,Maryland,4,332620.0
6,162105.0,Maryland,5,2570.0
0,180738.0,Massachusetts,-1,6605058.0
1,180738.0,Massachusetts,0,6605058.0
2,180738.0,Massachusetts,1,5318548.0
3,180738.0,Massachusetts,2,454887.0
4,180738.0,Massachusetts,3,12956.0
5,180738.0,Massachusetts,4,368178.0
6,180738.0,Massachusetts,5,1876.0
0,243968.0,Michigan,-1,9886095.0
1,243968.0,Michigan,0,9886095.0
2,243968.0,Michigan,1,7841011.0
3,243968.0,Michigan,2,1385154.0
4,243968.0,Michigan,3,54881.0
5,243968.0,Michigan,4,251175.0
6,243968.0,Michigan,5,2230.0
0,132033.0,Minnesota,-1,5347740.0
1,132033.0,Minnesota,0,5347740.0
2,132033.0,Minnesota,1,4575991.0
3,132033.0,Minnesota,2,279944.0
4,132033.0,Minnesota,3,57479.0
5,132033.0,Minnesota,4,222761.0
6,132033.0,Minnesota,5,2259.0
0,34508.0,Mississippi,-1,2976872.0
1,34508.0,Mississippi,0,2976872.0
2,34508.0,Mississippi,1,1769766.0
3,34508.0,Mississippi,2,1106982.0
4,34508.0,Mississippi,3,13030.0
5,34508.0,Mississippi,4,27646.0
6,34508.0,Mississippi,5,274.0
0,139240.0,Missouri,-1,6007182.0
1,139240.0,Missouri,0,6007182.0
2,139240.0,Missouri,1,4984653.0
3,139240.0,Missouri,2,691128.0
4,139240.0,Missouri,3,22781.0
5,139240.0,Missouri,4,98962.0
6,139240.0,Missouri,5,6263.0
0,24295.0,Montana,-1,998554.0
1,24295.0,Montana,0,998554.0
2,24295.0,Montana,1,893032.0
3,24295.0,Montana,2,4038.0
4,24295.0,Montana,3,64426.0
5,24295.0,Montana,4,6246.0
6,24295.0,Montana,5,676.0
0,39933.0,Nebraska,-1,1841625.0
1,39933.0,Nebraska,0,1841625.0
2,39933.0,Nebraska,1,1624312.0
3,39933.0,Nebraska,2,84228.0
4,39933.0,Nebraska,3,16408.0
5,39933.0,Nebraska,4,34144.0
6,39933.0,Nebraska,5,1254.0
0,108275.0,Nevada,-1,2730066.0
1,108275.0,Nevada,0,2730066.0
2,108275.0,Nevada,1,1948808.0
3,108275.0,Nevada,2,224424.0
4,108275.0,Nevada,3,29446.0
5,108275.0,Nevada,4,202157.0
6,108275.0,Nevada,5,16841.0
0,21829.0,New Hampshire,-1,1319171.0
1,21829.0,New Hampshire,0,1319171.0
2,21829.0,New Hampshire,1,1240404.0
3,21829.0,New Hampshire,2,16011.0
4,21829.0,New Hampshire,3,2588.0
5,21829.0,New Hampshire,4,29337.0
6,21829.0,New Hampshire,5,214.0
0,217263.0,New Jersey,-1,8832406.0
1,217263.0,New Jersey,0,8832406.0
2,217263.0,New Jersey,1,6108784.0
3,217263.0,New Jersey,2,1197753.0
4,217263.0,New Jersey,3,20482.0
5,217263.0,New Jersey,4,756668.0
6,217263.0,New Jersey,5,2610.0
0,63618.0,New Mexico,-1,2069706.0
1,63618.0,New Mexico,0,2069706.0
2,63618.0,New Mexico,1,1511087.0
3,63618.0,New Mexico,2,42196.0
4,63618.0,New Mexico,3,189953.0
5,63618.0,New Mexico,4,28034.0
6,63618.0,New Mexico,5,1477.0
0,510429.0,New York,-1,19487053.0
1,510429.0,New York,0,19487053.0
2,510429.0,New York,1,12779326.0
3,510429.0,New York,2,3042152.0
4,510429.0,New York,3,72740.0
5,510429.0,New York,4,1479326.0
6,510429.0,New York,5,7365.0
0,218935.0,North Carolina,-1,9651380.0
1,218935.0,North Carolina,0,9651380.0
2,218935.0,North Carolina,1,6727690.0
3,218935.0,North Carolina,2,2068726.0
4,218935.0,North Carolina,3,111733.0
5,218935.0,North Carolina,4,221392.0
6,218935.0,North Carolina,5,5390.0
0,13526.0,North Dakota,-1,689781.0
1,13526.0,North Dakota,0,689781.0
2,13526.0,North Dakota,1,618098.0
3,13526.0,North Dakota,2,9273.0
4,13526.0,North Dakota,3,36659.0
5,13526.0,North Dakota,4,7362.0
6,13526.0,North Dakota,5,332.0
0,259004.0,Ohio,-1,11549590.0
1,259004.0,Ohio,0,11549590.0
2,259004.0,Ohio,1,9569431.0
3,259004.0,Ohio,2,1402897.0
4,259004.0,Ohio,3,20709.0
5,259004.0,Ohio,4,201394.0
6,259004.0,Ohio,5,2402.0
0,293976.0,Oklahoma,-1,3785742.0
1,293976.0,Oklahoma,0,3785742.0
2,293976.0,Oklahoma,1,2783609.0
3,293976.0,Oklahoma,2,273421.0
4,293976.0,Oklahoma,3,266509.0
5,293976.0,Oklahoma,4,68161.0
6,293976.0,Oklahoma,5,4283.0
0,145854.0,Oregon,-1,3868721.0
1,145854.0,Oregon,0,3868721.0
2,145854.0,Oregon,1,3297149.0
3,145854.0,Oregon,2,70328.0
4,145854.0,Oregon,3,47411.0
5,145854.0,Oregon,4,147986.0
6,145854.0,Oregon,5,14993.0
0,243574.0,Pennsylvania,-1,12731381.0
1,243574.0,Pennsylvania,0,12731381.0
2,243574.0,Pennsylvania,1,10467433.0
3,243574.0,Pennsylvania,2,1385799.0
4,243574.0,Pennsylvania,3,20258.0
5,243574.0,Pennsylvania,4,363967.0
6,243574.0,Pennsylvania,5,3510.0
0,27547.0,Rhode Island,-1,1051695.0
1,27547.0,Rhode Island,0,1051695.0
2,27547.0,Rhode Island,1,855594.0
3,27547.0,Rhode Island,2,66569.0
4,27547.0,Rhode Island,3,4616.0
5,27547.0,Rhode Island,4,32384.0
6,27547.0,Rhode Island,5,383.0
0,84835.0,South Carolina,-1,4679602.0
1,84835.0,South Carolina,0,4679602.0
2,84835.0,South Carolina,1,3144146.0
3,84835.0,South Carolina,2,1298534.0
4,84835.0,South Carolina,3,14732.0
5,84835.0,South Carolina,4,61097.0
6,84835.0,South Carolina,5,2128.0
0,19197.0,South Dakota,-1,825198.0
1,19197.0,South Dakota,0,825198.0
2,19197.0,South Dakota,1,706667.0
3,19197.0,South Dakota,2,11531.0
4,19197.0,South Dakota,3,71766.0
5,19197.0,South Dakota,4,8597.0
6,19197.0,South Dakota,5,226.0
0,113243.0,Tennessee,-1,6402387.0
1,113243.0,Tennessee,0,6402387.0
2,113243.0,Tennessee,1,5007014.0
3,113243.0,Tennessee,2,1073534.0
4,113243.0,Tennessee,3,16604.0
5,113243.0,Tennessee,4,95801.0
6,113243.0,Tennessee,5,3110.0
0,590326.0,Texas,-1,25639373.0
1,590326.0,Texas,0,25639373.0
2,590326.0,Texas,1,19075100.0
3,590326.0,Texas,2,3030970.0
4,590326.0,Texas,3,129219.0
5,590326.0,Texas,4,1019260.0
6,590326.0,Texas,5,20974.0
0,12251.0,Vermont,-1,625904.0
1,12251.0,Vermont,0,625904.0
2,12251.0,Vermont,1,595862.0
3,12251.0,Vermont,2,6139.0
4,12251.0,Vermont,3,1841.0
5,12251.0,Vermont,4,7922.0
6,12251.0,Vermont,5,145.0
0,66319.0,Utah,-1,2813673.0
1,66319.0,Utah,0,2813673.0
2,66319.0,Utah,1,2487467.0
3,66319.0,Utah,2,31101.0
4,66319.0,Utah,3,31696.0
5,66319.0,Utah,4,58150.0
6,66319.0,Utah,5,26145.0
0,237866.0,Virginia,-1,8100653.0
1,237866.0,Virginia,0,8100653.0
2,237866.0,Virginia,1,5627076.0
3,237866.0,Virginia,2,1568021.0
4,237866.0,Virginia,3,24816.0
5,237866.0,Virginia,4,457792.0
6,237866.0,Virginia,5,5633.0
0,324471.0,Washington,-1,6819579.0
1,324471.0,Washington,0,6819579.0
2,324471.0,Washington,1,5350938.0
3,324471.0,Washington,2,245041.0
4,324471.0,Washington,3,94194.0
5,324471.0,Washington,4,498941.0
6,324471.0,Washington,5,40695.0
0,35968.0,West Virginia,-1,1853619.0
1,35968.0,West Virginia,0,1853619.0
2,35968.0,West Virginia,1,1737996.0
3,35968.0,West Virginia,2,58489.0
4,35968.0,West Virginia,3,2955.0
5,35968.0,West Virginia,4,12806.0
6,35968.0,West Virginia,5,666.0
0,115553.0,Wisconsin,-1,5706871.0
1,115553.0,Wisconsin,0,5706871.0
2,115553.0,Wisconsin,1,4966900.0
3,115553.0,Wisconsin,2,355873.0
4,115553.0,Wisconsin,3,49343.0
5,115553.0,Wisconsin,4,132609.0
6,115553.0,Wisconsin,5,1305.0
0,15841.0,Wyoming,-1,570134.0
1,15841.0,Wyoming,0,570134.0
2,15841.0,Wyoming,1,518388.0
3,15841.0,Wyoming,2,5167.0
4,15841.0,Wyoming,3,13268.0
5,15841.0,Wyoming,4,4782.0
6,15841.0,Wyoming,5,197.0
0,434256.0,Puerto Rico,-1,3682966.0
1,434256.0,Puerto Rico,0,3682966.0
2,434256.0,Puerto Rico,1,2575834.0
3,434256.0,Puerto Rico,2,284860.0
4,434256.0,Puerto Rico,3,10471.0
5,434256.0,Puerto Rico,4,12120.0
6,434256.0,Puerto Rico,5,61.0
0,76428.0,Alabama,-1,4817678.0
1,76428.0,Alabama,0,4817678.0
2,76428.0,Alabama,1,3327891.0
3,76428.0,Alabama,2,1269808.0
4,76428.0,Alabama,3,25181.0
5,76428.0,Alabama,4,58322.0
6,76428.0,Alabama,5,1430.0
0,58521.0,Alaska,-1,728300.0
1,58521.0,Alaska,0,728300.0
2,58521.0,Alaska,1,484195.0
3,58521.0,Alaska,2,25148.0
4,58521.0,Alaska,3,102743.0
5,58521.0,Alaska,4,40976.0
6,58521.0,Alaska,5,8335.0
0,200532.0,Arizona,-1,6561516.0
1,200532.0,Arizona,0,6561516.0
2,200532.0,Arizona,1,5174082.0
3,200532.0,Arizona,2,274380.0
4,200532.0,Arizona,3,290780.0
5,200532.0,Arizona,4,191071.0
6,200532.0,Arizona,5,12638.0
0,59238.0,Arkansas,-1,2947036.0
1,59238.0,Arkansas,0,2947036.0
2,59238.0,Arkansas,1,2306073.0
3,59238.0,Arkansas,2,458136.0
4,59238.0,Arkansas,3,18337.0
5,59238.0,Arkansas,4,38409.0
6,59238.0,Arkansas,5,6278.0
0,1698173.0,California,-1,38066920.0
1,1698173.0,California,0,38066920.0
2,1698173.0,California,1,23650913.0
3,1698173.0,California,2,2262323.0
4,1698173.0,California,3,287360.0
5,1698173.0,California,4,5130536.0
6,1698173.0,California,5,147286.0
0,180206.0,Colorado,-1,5197580.0
1,180206.0,Colorado,0,5197580.0
2,180206.0,Colorado,1,4364911.0
3,180206.0,Colorado,2,209062.0
4,180206.0,Colorado,3,49917.0
5,180206.0,Colorado,4,146561.0
6,180206.0,Colorado,5,6641.0
0,23936.0,Delaware,-1,917060.0
1,23936.0,Delaware,0,917060.0
2,23936.0,Delaware,1,639354.0
3,23936.0,Delaware,2,198028.0
4,23936.0,Delaware,3,3134.0
5,23936.0,Delaware,4,31745.0
6,23936.0,Delaware,5,494.0
0,15592.0,District of Columbia,-1,633736.0
1,15592.0,District of Columbia,0,633736.0
2,15592.0,District of Columbia,1,254955.0
3,15592.0,District of Columbia,2,314138.0
4,15592.0,District of Columbia,3,2072.0
5,15592.0,District of Columbia,4,22785.0
6,15592.0,District of Columbia,5,195.0
0,98797.0,Connecticut,-1,3592053.0
1,98797.0,Connecticut,0,3592053.0
2,98797.0,Connecticut,1,2789105.0
3,98797.0,Connecticut,2,365871.0
4,98797.0,Connecticut,3,8036.0
5,98797.0,Connecticut,4,145842.0
6,98797.0,Connecticut,5,1105.0
0,453399.0,Florida,-1,19361792.0
1,453399.0,Florida,0,19361792.0
2,453399.0,Florida,1,14747196.0
3,453399.0,Florida,2,3114841.0
4,453399.0,Florida,3,59121.0
5,453399.0,Florida,4,490833.0
6,453399.0,Florida,5,12128.0
0,200871.0,Georgia,-1,9907756.0
1,200871.0,Georgia,0,9907756.0
2,200871.0,Georgia,1,5989234.0
3,200871.0,Georgia,2,3056726.0
4,200871.0,Georgia,3,25137.0
5,200871.0,Georgia,4,344195.0
