incident_id,location_id
141959,0
142038,0
142047,0
142050,0
142051,0
142149,0
142150,0
142251,0
142255,0
142257,0
142260,0
142283,0
142285,0
142360,0
142372,0
142377,0
142380,0
142478,0
142497,0
142499,0
142573,0
142602,0
139505,0
139152,0
139153,0
139160,0
139162,0
139165,0
139177,0
139178,0
139184,0
141844,0
141845,0
141849,0
139988,0
139990,0
139992,0
139995,0
139997,0
139998,0
140002,0
140006,0
140014,0
140026,0
140028,0
140030,0
140056,0
140057,0
140068,0
140083,0
140085,0
140087,0
140095,0
140128,0
140133,0
140138,0
141858,0
141862,0
141866,0
141874,0
141875,0
141878,0
141881,0
141884,0
141889,0
141967,0
141980,0
142084,0
142093,0
142102,0
142204,0
142207,0
140146,0
140151,0
140153,0
140160,0
142300,0
140194,0
140196,0
140197,0
140200,0
140207,0
140217,0
140219,0
140221,0
140223,0
140224,0
140225,0
140226,0
140227,0
140232,0
140233,0
140236,0
140238,0
140245,0
140249,0
140266,0
142308,0
142320,0
142321,0
142394,0
142399,0
142407,0
142414,0
142416,0
142422,0
142423,0
142424,0
140270,0
140273,0
140289,0
140291,0
140295,0
140296,0
140297,0
140302,0
142502,0
140308,0
140309,0
140319,0
140320,0
140321,0
140323,0
140324,0
140326,0
140343,0
140344,0
140352,0
140353,0
140355,0
140369,0
142518,0
142525,0
142526,0
142527,0
142615,0
142624,0
142629,0
140393,0
140408,0
142640,0
142642,0
140417,0
140418,0
140422,0
140423,0
140425,0
140426,0
140434,0
140439,0
140441,0
140442,0
140444,0
140454,0
140459,0
140484,0
140490,0
140491,0
140493,0
140498,0
140500,0
142729,0
142730,0
142732,0
142747,0
142966,0
140516,0
140520,0
140522,0
140524,0
140528,0
140538,0
140553,0
140554,0
140566,0
140571,0
140573,0
140575,0
140585,0
140597,0
140598,0
140609,0
140617,0
140627,0
140629,0
140635,0
140640,0
140645,0
140647,0
140649,0
140655,0
140659,0
140661,0
142975,0
142976,0
142978,0
142979,0
142983,0
142987,0
142988,0
140674,0
140680,0
143114,0
143119,0
143121,0
143123,0
140701,0
140703,0
140712,0
140716,0
140720,0
140730,0
140732,0
140746,0
140749,0
140753,0
140763,0
140768,0
140769,0
140770,0
140775,0
140776,0
140784,0
140786,0
140789,0
140791,0
143140,0
143255,0
143263,0
143271,0
143272,0
143275,0
143280,0
143285,0
143287,0
140684,0
140688,0
140690,0
140800,0
140802,0
140803,0
140804,0
140807,0
140815,0
140828,0
140853,0
140854,0
140863,0
140865,0
140875,0
140908,0
140909,0
141770,0
143400,0
143403,0
143405,0
143406,0
143407,0
143423,0
143542,0
143544,0
143547,0
143550,0
140941,0
140943,0
140946,0
140947,0
140953,0
140958,0
140963,0
140968,0
140973,0
140974,0
140979,0
140984,0
140988,0
140989,0
140992,0
140928,0
140929,0
140933,0
140937,0
140996,0
147593,0
147597,0
143577,0
143590,0
143593,0
143594,0
143741,0
143758,0
147699,0
147704,0
147706,0
147785,0
147794,0
143596,0
143622,0
143625,0
143626,0
143632,0
143640,0
143642,0
143658,0
143670,0
143677,0
143682,0
143683,0
143689,0
143692,0
143713,0
143733,0
143736,0
147604,0
147618,0
147621,0
147627,0
147633,0
147645,0
147648,0
147649,0
147656,0
147659,0
147661,0
147663,0
147670,0
147677,0
147680,0
147692,0
143779,0
143781,0
143784,0
143786,0
143807,0
143808,0
143809,0
143816,0
143824,0
143827,0
143829,0
143830,0
143831,0
143832,0
143836,0
143838,0
143839,0
143845,0
143852,0
143861,0
143863,0
143866,0
143869,0
143871,0
143874,0
143875,0
143878,0
143879,0
143882,0
143885,0
143886,0
143894,0
143895,0
143897,0
143899,0
143905,0
143906,0
143907,0
143911,0
143919,0
143920,0
143923,0
143924,0
143926,0
143929,0
143934,0
143935,0
143940,0
143944,0
143945,0
143947,0
143950,0
143956,0
143961,0
143962,0
143964,0
143965,0
143966,0
143967,0
143976,0
143981,0
143983,0
143984,0
143986,0
143987,0
143988,0
143990,0
143993,0
143996,0
144005,0
144010,0
144012,0
144016,0
144022,0
144023,0
144025,0
144035,0
144043,0
144048,0
144049,0
144050,0
144057,0
144059,0
144080,0
144085,0
144089,0
144101,0
144104,0
144106,0
144107,0
144109,0
144113,0
144114,0
144117,0
144121,0
144122,0
144125,0
144131,0
144133,0
144134,0
144135,0
144147,0
144155,0
144159,0
144164,0
144169,0
144178,0
144183,0
144184,0
144187,0
144189,0
144190,0
144192,0
144193,0
144194,0
144195,0
144196,0
144197,0
144209,0
144211,0
144214,0
144215,0
144219,0
144220,0
144226,0
144227,0
144228,0
144229,0
144232,0
144233,0
144235,0
144236,0
144250,0
144260,0
144267,0
144275,0
144286,0
144287,0
144289,0
144300,0
144301,0
144309,0
144310,0
144311,0
144317,0
144331,0
144348,0
147709,0
147712,0
147720,0
147721,0
147725,0
147726,0
147727,0
147730,0
147734,0
147743,0
147744,0
147745,0
147750,0
147752,0
147754,0
147755,0
147756,0
147760,0
147768,0
147797,0
147803,0
147807,0
147813,0
147816,0
147818,0
147822,0
147830,0
147835,0
147838,0
147842,0
147843,0
147846,0
147847,0
147850,0
147856,0
147866,0
147868,0
147874,0
147876,0
147880,0
147882,0
147884,0
147887,0
147891,0
147893,0
147894,0
147896,0
147901,0
147902,0
147903,0
147922,0
147931,0
147932,0
147934,0
147936,0
147937,0
147941,0
147942,0
147943,0
147945,0
147948,0
147949,0
147952,0
147961,0
147965,0
147966,0
147969,0
147975,0
147983,0
147986,0
147987,0
147988,0
147992,0
147994,0
147995,0
148004,0
148005,0
148006,0
148009,0
148011,0
148014,0
148026,0
148031,0
148047,0
148052,0
148053,0
148062,0
148064,0
148067,0
148069,0
148079,0
148082,0
148084,0
148086,0
148092,0
148109,0
148111,0
148116,0
148118,0
148143,0
148144,0
148152,0
148160,0
148162,0
149489,0
149499,0
149502,0
149505,0
149507,0
149512,0
149515,0
149516,0
149518,0
149519,0
149630,0
149632,0
149634,0
149637,0
149642,0
144349,0
144353,0
144358,0
144359,0
144362,0
144364,0
144374,0
144395,0
144401,0
144405,0
144410,0
144413,0
144414,0
144420,0
144422,0
144423,0
144439,0
144451,0
149661,0
149773,0
149774,0
149775,0
149777,0
149778,0
149779,0
149785,0
149796,0
149797,0
149802,0
149803,0
149806,0
149917,0
149923,0
149931,0
144434,0
144456,0
144457,0
144463,0
144464,0
144465,0
144467,0
144472,0
144479,0
144480,0
144481,0
144482,0
144483,0
144489,0
144492,0
144494,0
148281,0
149941,0
150063,0
150065,0
150068,0
150074,0
150079,0
150080,0
150081,0
150082,0
150089,0
150090,0
144527,0
144529,0
144537,0
144538,0
144540,0
144541,0
144543,0
144544,0
144546,0
144548,0
144549,0
144551,0
144552,0
144553,0
144554,0
144555,0
144556,0
148309,0
148315,0
148423,0
148424,0
148425,0
148427,0
148429,0
148431,0
148432,0
148433,0
148437,0
144518,0
144524,0
144525,0
148299,0
148300,0
148304,0
144561,0
144562,0
144566,0
144568,0
144569,0
144577,0
144579,0
144619,0
144625,0
144631,0
144632,0
144635,0
144638,0
144639,0
144642,0
144646,0
144657,0
144665,0
144674,0
144684,0
144687,0
148444,0
148456,0
148569,0
148572,0
144692,0
144708,0
144713,0
144886,0
144892,0
144893,0
144897,0
144899,0
144901,0
144718,0
144722,0
144726,0
144731,0
144735,0
144598,0
144601,0
144606,0
144609,0
144696,0
144697,0
144699,0
144700,0
144749,0
144754,0
144773,0
144815,0
144817,0
144818,0
144617,0
144830,0
144834,0
144842,0
144847,0
144848,0
144858,0
144863,0
144864,0
144866,0
144870,0
148576,0
148583,0
144906,0
144913,0
144935,0
144937,0
144939,0
144941,0
148590,0
148591,0
148596,0
144958,0
144965,0
144970,0
144975,0
144979,0
144992,0
144993,0
144998,0
145003,0
145006,0
145008,0
145012,0
145013,0
145025,0
145027,0
145028,0
145035,0
145038,0
148601,0
148675,0
148677,0
148678,0
148681,0
148698,0
148700,0
148708,0
148822,0
148825,0
145060,0
145143,0
145148,0
145163,0
145166,0
145169,0
145172,0
145187,0
145188,0
145190,0
145210,0
145212,0
145217,0
145223,0
145228,0
145229,0
145230,0
145239,0
145244,0
145257,0
145259,0
145276,0
145277,0
145278,0
145280,0
145281,0
145282,0
145284,0
145294,0
145301,0
145303,0
145308,0
145309,0
145310,0
145311,0
145319,0
145320,0
145323,0
145328,0
149066,0
149163,0
149167,0
149186,0
149273,0
149282,0
149285,0
149291,0
149297,0
149305,0
149378,0
149381,0
149382,0
149383,0
149384,0
149388,0
149395,0
149397,0
149399,0
149401,0
149406,0
149407,0
149410,0
149411,0
149521,0
145099,0
145100,0
145101,0
145102,0
145103,0
145104,0
145106,0
145111,0
145119,0
145120,0
145129,0
145132,0
145134,0
145135,0
148949,0
148950,0
148952,0
148953,0
148958,0
149034,0
149039,0
149045,0
149050,0
149051,0
149054,0
145071,0
145093,0
145095,0
148927,0
148929,0
148930,0
148934,0
148938,0
148939,0
148941,0
145344,0
145346,0
145373,0
145374,0
145378,0
145384,0
145385,0
145396,0
145399,0
145400,0
145412,0
145413,0
145416,0
145421,0
145423,0
145424,0
145436,0
145442,0
145443,0
145453,0
145469,0
145479,0
145481,0
145495,0
149531,0
149539,0
149550,0
149669,0
149671,0
149680,0
149681,0
149682,0
149695,0
149812,0
149814,0
149820,0
149825,0
149832,0
149953,0
149960,0
149963,0
149965,0
149968,0
149970,0
149973,0
149974,0
149980,0
149984,0
149985,0
150099,0
145498,0
145506,0
145510,0
145515,0
145520,0
145522,0
145529,0
145550,0
145555,0
145556,0
145560,0
148172,0
148176,0
148182,0
148186,0
148191,0
148193,0
148196,0
148199,0
150113,0
150115,0
150117,0
150118,0
150123,0
150124,0
150129,0
150130,0
145569,0
145570,0
145573,0
145579,0
145581,0
145582,0
145588,0
145606,0
145608,0
145609,0
145630,0
145631,0
145641,0
145645,0
145649,0
145656,0
145660,0
145666,0
145671,0
145673,0
145675,0
148319,0
148323,0
148327,0
148328,0
148333,0
148336,0
145562,0
148202,0
145691,0
145703,0
145704,0
145710,0
145711,0
145718,0
145616,0
145621,0
145624,0
145625,0
145720,0
145732,0
145735,0
145738,0
146462,0
146478,0
146483,0
146485,0
146499,0
146515,0
146520,0
146521,0
146531,0
146538,0
148769,0
148770,0
145801,0
145813,0
148607,0
148608,0
148610,0
145823,0
145824,0
145852,0
145865,0
145867,0
145878,0
145913,0
145916,0
145917,0
145924,0
145944,0
145964,0
145978,0
145981,0
145988,0
145994,0
145996,0
145997,0
145998,0
146005,0
146012,0
146030,0
146038,0
146046,0
146047,0
146050,0
146053,0
146072,0
146074,0
148613,0
148621,0
148625,0
148637,0
148712,0
148714,0
148715,0
148859,0
148860,0
148862,0
148864,0
148886,0
148962,0
148974,0
149068,0
149073,0
149074,0
149079,0
149084,0
149089,0
149199,0
149208,0
149311,0
149312,0
149317,0
149320,0
149324,0
149337,0
146099,0
146102,0
146103,0
146104,0
149436,0
149441,0
149443,0
149445,0
149446,0
145750,0
145754,0
145756,0
145762,0
145769,0
145774,0
145775,0
145776,0
145777,0
145778,0
145779,0
145783,0
148477,0
148479,0
148482,0
148483,0
148489,0
148491,0
146553,0
146557,0
146558,0
146559,0
146560,0
146563,0
146570,0
146571,0
146572,0
146594,0
146603,0
146604,0
146605,0
146611,0
146636,0
146638,0
146639,0
146640,0
146642,0
146649,0
146650,0
146651,0
146654,0
146660,0
146667,0
146670,0
146673,0
146687,0
146688,0
148891,0
148900,0
148901,0
148904,0
148909,0
148911,0
148915,0
148916,0
148919,0
148997,0
149004,0
149108,0
149111,0
149112,0
149116,0
149136,0
146693,0
146710,0
146714,0
146746,0
146750,0
146755,0
146704,0
146705,0
146764,0
146773,0
146774,0
146783,0
146790,0
146796,0
146797,0
146798,0
146799,0
146800,0
146802,0
146803,0
146806,0
146808,0
146815,0
146818,0
146824,0
146828,0
146835,0
149137,0
149138,0
149139,0
149242,0
149248,0
149254,0
149260,0
149261,0
149263,0
146837,0
146840,0
146842,0
146846,0
146850,0
146851,0
146887,0
146888,0
149343,0
149344,0
149346,0
149349,0
149350,0
146932,0
146933,0
146941,0
146872,0
146873,0
146878,0
146899,0
146902,0
146907,0
146908,0
146914,0
146949,0
146958,0
146959,0
146983,0
146988,0
146989,0
146990,0
146992,0
147003,0
147017,0
147023,0
147026,0
147034,0
147036,0
149352,0
149357,0
149359,0
149370,0
147043,0
147045,0
147046,0
147054,0
147058,0
147082,0
147084,0
147105,0
147106,0
147109,0
147110,0
147121,0
147127,0
149374,0
149375,0
149376,0
149459,0
149465,0
149471,0
149483,0
149598,0
147148,0
147159,0
147161,0
147163,0
147165,0
147167,0
147170,0
147171,0
147182,0
147187,0
147196,0
147199,0
147200,0
147211,0
147230,0
147231,0
147234,0
147238,0
147243,0
149608,0
149613,0
149616,0
149618,0
149622,0
149625,0
149742,0
149743,0
149744,0
149756,0
149757,0
149758,0
149762,0
147259,0
147263,0
147264,0
147269,0
147271,0
149886,0
149891,0
149907,0
147296,0
147302,0
147305,0
147311,0
147318,0
147325,0
147327,0
147329,0
147332,0
147342,0
147347,0
147356,0
147358,0
147360,0
147362,0
147363,0
147364,0
147365,0
147369,0
147372,0
147374,0
148244,0
148245,0
148247,0
148251,0
148256,0
148258,0
150027,0
150029,0
150033,0
150049,0
150170,0
150173,0
150176,0
150194,0
150195,0
150201,0
147286,0
147379,0
147380,0
147381,0
147382,0
147383,0
147393,0
147395,0
147396,0
147401,0
147407,0
147408,0
147409,0
147420,0
147428,0
147431,0
147443,0
147449,0
147450,0
147480,0
147483,0
147484,0
147487,0
147504,0
147509,0
147510,0
148265,0
148269,0
148270,0
148273,0
148278,0
148392,0
148400,0
148401,0
148539,0
148541,0
148553,0
148554,0
148556,0
148784,0
148792,0
147532,0
147533,0
147542,0
147544,0
147546,0
147550,0
147552,0
147554,0
147555,0
147557,0
147558,0
147559,0
147561,0
147573,0
147575,0
147580,0
147583,0
147585,0
147588,0
147589,0
147590,0
148812,0
148815,0
148816,0
148817,0
149140,0
149142,0
149145,0
149150,0
149151,0
149152,0
149160,0
149161,0
147516,0
147517,0
147522,0
147530,0
148801,0
148802,0
148805,0
147592,0
156495,0
156496,0
156497,0
156501,0
150208,0
150217,0
150219,0
150226,0
150227,0
150256,0
150483,0
150303,0
150333,0
150340,0
150348,0
150350,0
150355,0
150359,0
150360,0
150367,0
150375,0
150377,0
150380,0
150400,0
150401,0
150402,0
150405,0
150406,0
150411,0
150412,0
150416,0
150417,0
150420,0
150421,0
150426,0
150429,0
150435,0
150437,0
150442,0
150445,0
150448,0
150451,0
150461,0
150477,0
150517,0
150524,0
150525,0
150528,0
150530,0
150533,0
150538,0
150559,0
150571,0
150572,0
150573,0
150580,0
150584,0
150585,0
150589,0
150590,0
150597,0
150605,0
150606,0
150610,0
150612,0
150616,0
150622,0
150625,0
150647,0
150662,0
150668,0
150673,0
150677,0
150681,0
150682,0
150683,0
150684,0
150685,0
150688,0
150690,0
150691,0
150692,0
150701,0
150702,0
150712,0
150713,0
150726,0
150727,0
150730,0
150733,0
150736,0
150738,0
150739,0
150741,0
150749,0
150751,0
150756,0
150757,0
150761,0
150763,0
150764,0
150766,0
150768,0
150770,0
150772,0
150773,0
150774,0
150781,0
150784,0
150787,0
150788,0
150790,0
150792,0
150793,0
150794,0
150795,0
150802,0
150803,0
150804,0
150805,0
150806,0
150808,0
150810,0
150815,0
150816,0
150817,0
150820,0
150824,0
150830,0
150832,0
150834,0
150835,0
150836,0
150840,0
150842,0
150843,0
150845,0
150846,0
150848,0
150855,0
150856,0
150859,0
150860,0
150862,0
150863,0
150864,0
150873,0
150876,0
150882,0
150884,0
150889,0
150892,0
150907,0
150910,0
150917,0
150919,0
150921,0
150923,0
150926,0
150932,0
150938,0
150941,0
150942,0
150943,0
150944,0
150945,0
150947,0
150963,0
150964,0
150985,0
150986,0
150995,0
151002,0
151008,0
151031,0
151035,0
151038,0
151039,0
151040,0
151041,0
151042,0
151043,0
151046,0
151047,0
151048,0
151050,0
151053,0
151056,0
151059,0
151060,0
151063,0
151065,0
151088,0
151099,0
151120,0
151127,0
151130,0
151134,0
151135,0
151136,0
151137,0
151142,0
151149,0
151154,0
151160,0
151162,0
151164,0
151170,0
151171,0
151174,0
151176,0
151177,0
151179,0
151180,0
151182,0
151186,0
151188,0
151191,0
151203,0
151204,0
151206,0
151215,0
151222,0
151225,0
151227,0
151233,0
151238,0
151243,0
151249,0
151251,0
151260,0
151262,0
151264,0
151267,0
151270,0
151273,0
151274,0
151275,0
151276,0
151279,0
151280,0
151286,0
151287,0
151297,0
151299,0
151301,0
151303,0
151311,0
151322,0
151323,0
151327,0
151330,0
151331,0
151334,0
151335,0
151337,0
151338,0
151346,0
151347,0
151348,0
151349,0
151350,0
151351,0
151354,0
151355,0
151356,0
151357,0
151359,0
151361,0
151364,0
151365,0
151366,0
151369,0
151376,0
151387,0
151388,0
151395,0
151397,0
151405,0
151412,0
151418,0
151419,0
151420,0
151421,0
151431,0
151440,0
151451,0
151467,0
151468,0
151482,0
151485,0
151497,0
151498,0
151499,0
151501,0
151502,0
151513,0
151522,0
151527,0
151537,0
151541,0
151547,0
151561,0
151562,0
151563,0
151565,0
151566,0
151576,0
151578,0
151579,0
151586,0
151587,0
151588,0
151590,0
151599,0
151604,0
151607,0
151610,0
151617,0
151620,0
151621,0
151623,0
151624,0
151660,0
151676,0
151679,0
151683,0
151684,0
151685,0
151686,0
151689,0
151691,0
151700,0
151702,0
151703,0
151707,0
151708,0
151709,0
151710,0
151713,0
151716,0
151726,0
151732,0
151743,0
151755,0
151756,0
151758,0
151759,0
151784,0
151790,0
151791,0
151797,0
151798,0
151803,0
151821,0
151826,0
151830,0
151831,0
151848,0
151862,0
151871,0
151872,0
151873,0
151875,0
151901,0
151905,0
151906,0
151907,0
151908,0
151909,0
151910,0
151911,0
151913,0
151916,0
151917,0
151918,0
151920,0
151922,0
151923,0
151924,0
151925,0
151926,0
151927,0
151928,0
151929,0
151930,0
151931,0
151932,0
151933,0
151934,0
151935,0
151937,0
151939,0
151941,0
151943,0
151944,0
151948,0
151949,0
151950,0
151951,0
151952,0
151953,0
151954,0
151958,0
151959,0
151963,0
151965,0
151966,0
151967,0
151969,0
151970,0
151972,0
151974,0
151976,0
151978,0
151983,0
151885,0
151886,0
151897,0
151987,0
151991,0
151997,0
151999,0
152000,0
152002,0
152010,0
152018,0
152023,0
152024,0
152025,0
152029,0
152030,0
152032,0
152039,0
152045,0
152048,0
152050,0
152052,0
152053,0
152058,0
152068,0
152073,0
152080,0
152084,0
152086,0
152099,0
152107,0
152331,0
152336,0
152340,0
152342,0
152130,0
152143,0
152148,0
152153,0
152166,0
152167,0
152172,0
152173,0
152178,0
152182,0
152186,0
152188,0
152189,0
152195,0
152202,0
152208,0
152219,0
152230,0
152235,0
152236,0
152238,0
152240,0
152241,0
152244,0
152254,0
152266,0
152268,0
152278,0
152284,0
152307,0
152312,0
152317,0
152346,0
152355,0
152356,0
152361,0
152362,0
152363,0
152364,0
152366,0
152371,0
152377,0
152380,0
152381,0
152382,0
152395,0
152399,0
152401,0
152402,0
152423,0
152438,0
152443,0
152452,0
152453,0
152458,0
152462,0
152467,0
152468,0
152472,0
152474,0
152488,0
152497,0
152498,0
152500,0
152511,0
152513,0
152514,0
152516,0
152545,0
152561,0
152564,0
152573,0
152681,0
152688,0
152691,0
152692,0
152694,0
152695,0
152703,0
152711,0
152712,0
152716,0
152718,0
