incident_id,location_id
141003,0
141005,0
141006,0
141007,0
141008,0
141009,0
141011,0
137127,0
137129,0
137131,0
137132,0
137134,0
137154,0
141016,0
141035,0
141036,0
141037,0
141039,0
141040,0
136974,0
136994,0
136995,0
136998,0
137004,0
137020,0
137021,0
137028,0
137043,0
137062,0
137063,0
137074,0
137117,0
141012,0
141090,0
141092,0
141111,0
141112,0
141121,0
141122,0
141126,0
141127,0
141130,0
141139,0
141142,0
141149,0
141152,0
141154,0
137162,0
137164,0
137165,0
137175,0
137178,0
137189,0
137208,0
137214,0
137217,0
137242,0
137244,0
137245,0
137247,0
137250,0
137252,0
137254,0
137266,0
137272,0
137277,0
137286,0
137289,0
137290,0
137293,0
137298,0
137308,0
137310,0
137312,0
137314,0
137315,0
137317,0
137320,0
137327,0
137328,0
137329,0
137331,0
137335,0
137340,0
137343,0
137348,0
137350,0
137352,0
137356,0
137360,0
137361,0
137367,0
137368,0
137379,0
137384,0
137385,0
137387,0
137388,0
137395,0
137399,0
137400,0
137403,0
137406,0
137408,0
137411,0
137412,0
137413,0
137415,0
137421,0
137438,0
137439,0
137440,0
137446,0
137450,0
137458,0
137460,0
137461,0
137464,0
137465,0
137467,0
137469,0
137480,0
137482,0
137483,0
137492,0
137507,0
137513,0
137515,0
137516,0
137523,0
137527,0
137529,0
137531,0
137532,0
137533,0
137534,0
137538,0
137539,0
137559,0
137562,0
137563,0
137568,0
137574,0
137575,0
137576,0
137578,0
137580,0
137583,0
137584,0
137586,0
137588,0
137589,0
137595,0
137603,0
137604,0
137608,0
137621,0
137623,0
137629,0
137636,0
137637,0
137640,0
137648,0
137650,0
137660,0
137665,0
137668,0
137673,0
137675,0
137680,0
137685,0
137686,0
137690,0
137696,0
137698,0
137699,0
137705,0
137715,0
137718,0
141056,0
141059,0
141060,0
141076,0
141079,0
141081,0
141082,0
141161,0
141162,0
141165,0
141170,0
141172,0
141173,0
141187,0
141189,0
141190,0
141196,0
141202,0
141203,0
141204,0
141205,0
141212,0
141215,0
141216,0
141225,0
141226,0
141228,0
141229,0
141230,0
141231,0
141235,0
141236,0
141238,0
141239,0
141245,0
141249,0
141256,0
141261,0
141263,0
141264,0
141288,0
141294,0
141295,0
141297,0
141301,0
141302,0
141305,0
141314,0
141316,0
141320,0
141322,0
141327,0
141329,0
141332,0
141333,0
141334,0
141335,0
141337,0
141341,0
141343,0
141346,0
141350,0
141351,0
141354,0
141355,0
141357,0
141361,0
141364,0
141371,0
141372,0
141373,0
141374,0
141376,0
141377,0
141378,0
141379,0
141380,0
141382,0
141383,0
141389,0
141391,0
141393,0
141395,0
141404,0
141478,0
141482,0
141483,0
141489,0
141492,0
141496,0
141498,0
141500,0
141509,0
141511,0
141514,0
141517,0
141521,0
141526,0
141532,0
141542,0
141543,0
141545,0
141546,0
141547,0
141549,0
141557,0
141573,0
141578,0
141579,0
141586,0
141591,0
141598,0
141599,0
141600,0
141602,0
141603,0
141614,0
141619,0
141622,0
141625,0
141637,0
141640,0
141650,0
137723,0
137727,0
137728,0
137729,0
137730,0
137734,0
137736,0
137738,0
137739,0
137740,0
137741,0
137742,0
137746,0
137748,0
137750,0
137751,0
137752,0
137769,0
137774,0
137775,0
137779,0
137783,0
137796,0
137806,0
137809,0
137825,0
137826,0
137828,0
137833,0
137835,0
141408,0
141414,0
141417,0
141432,0
141436,0
141437,0
141438,0
141439,0
141446,0
141653,0
141654,0
141655,0
141656,0
141663,0
141664,0
141666,0
141668,0
141671,0
141673,0
141674,0
141675,0
141676,0
141678,0
141679,0
141680,0
141681,0
141682,0
141685,0
141689,0
137846,0
137855,0
137856,0
137857,0
137858,0
137859,0
137868,0
137870,0
137873,0
137874,0
137876,0
137879,0
137880,0
137882,0
137884,0
137886,0
137889,0
137891,0
137895,0
137896,0
137898,0
137899,0
137903,0
137913,0
137919,0
137923,0
137924,0
137925,0
141457,0
141462,0
141464,0
141465,0
141472,0
141473,0
141476,0
142863,0
142870,0
142872,0
142878,0
142882,0
142883,0
142885,0
142891,0
143014,0
143015,0
143019,0
143021,0
143023,0
143576,0
137973,0
137978,0
137979,0
137980,0
137983,0
143156,0
143158,0
143160,0
143163,0
143165,0
143166,0
143168,0
143169,0
143171,0
143172,0
137951,0
137957,0
137972,0
143148,0
143150,0
137991,0
137996,0
138005,0
138014,0
138016,0
138022,0
138023,0
138024,0
138033,0
138034,0
138051,0
138052,0
138062,0
138073,0
138078,0
138092,0
138097,0
138100,0
138104,0
143180,0
143290,0
143302,0
138311,0
138317,0
138318,0
143320,0
138113,0
138135,0
138136,0
138137,0
138139,0
138141,0
138151,0
138153,0
138157,0
138160,0
138041,0
138042,0
138043,0
138045,0
138046,0
138122,0
138123,0
138124,0
138125,0
138167,0
138171,0
138175,0
138185,0
138186,0
138192,0
138200,0
138205,0
138207,0
138213,0
138215,0
138223,0
138224,0
138230,0
138236,0
138243,0
138244,0
138247,0
138252,0
138260,0
138261,0
138262,0
143308,0
138278,0
138294,0
138297,0
138298,0
138299,0
138306,0
138325,0
138330,0
138331,0
138335,0
138358,0
138367,0
138374,0
141787,0
141803,0
143434,0
143443,0
143455,0
138397,0
138400,0
138402,0
138404,0
138415,0
138427,0
138428,0
138430,0
138431,0
138434,0
138437,0
138441,0
138455,0
138457,0
138466,0
138467,0
138472,0
138476,0
138478,0
138480,0
141814,0
141815,0
141818,0
141819,0
141896,0
141900,0
141909,0
141918,0
138591,0
138594,0
138608,0
138615,0
138622,0
138625,0
138626,0
138627,0
138632,0
138633,0
138637,0
138638,0
138643,0
138652,0
138655,0
138667,0
138668,0
138678,0
138684,0
138687,0
138691,0
138692,0
138694,0
138695,0
138697,0
138701,0
138702,0
138703,0
138708,0
138711,0
138715,0
138716,0
138717,0
138723,0
138734,0
138747,0
138756,0
138763,0
142224,0
142235,0
142238,0
142240,0
142325,0
142327,0
142333,0
142349,0
142353,0
142354,0
142356,0
142433,0
142437,0
142442,0
142451,0
142452,0
142455,0
142457,0
142459,0
142461,0
142463,0
142464,0
142538,0
142541,0
142542,0
142547,0
142550,0
142551,0
142555,0
138527,0
138533,0
138534,0
138549,0
138550,0
138551,0
138565,0
138572,0
142027,0
142028,0
142031,0
142032,0
142115,0
142118,0
142120,0
142134,0
142142,0
138497,0
138505,0
138516,0
138517,0
138523,0
138525,0
142007,0
138778,0
138784,0
138786,0
138790,0
138796,0
138798,0
138799,0
138800,0
138801,0
138802,0
138805,0
138808,0
138814,0
138818,0
138819,0
138820,0
138827,0
138828,0
138835,0
138836,0
138841,0
138843,0
138851,0
138856,0
138860,0
138861,0
138872,0
138876,0
138878,0
138883,0
138887,0
138895,0
138896,0
138901,0
138902,0
138903,0
138906,0
138907,0
138917,0
142566,0
142569,0
142647,0
142653,0
142654,0
142754,0
142760,0
142762,0
142763,0
142766,0
142768,0
142774,0
142776,0
142779,0
142780,0
142781,0
142782,0
142783,0
142786,0
142900,0
142907,0
142912,0
143039,0
143043,0
143044,0
143047,0
143053,0
143056,0
143058,0
143059,0
143060,0
143062,0
143068,0
143069,0
143070,0
143071,0
143182,0
143185,0
138933,0
138935,0
138950,0
138951,0
138952,0
138953,0
138955,0
138956,0
138959,0
138961,0
138962,0
138968,0
138972,0
138985,0
138993,0
138994,0
139000,0
139002,0
139003,0
143188,0
143189,0
143192,0
143199,0
143201,0
143213,0
143214,0
143216,0
143326,0
143330,0
143331,0
143332,0
143333,0
143337,0
143340,0
143349,0
143355,0
143356,0
143358,0
143359,0
139008,0
139014,0
139025,0
139035,0
139038,0
139040,0
139041,0
139047,0
139049,0
139061,0
139065,0
139068,0
139075,0
141691,0
143471,0
143472,0
143474,0
143477,0
143482,0
143484,0
143469,0
139089,0
139104,0
139112,0
139116,0
139118,0
139122,0
139126,0
139131,0
139133,0
139142,0
139143,0
139146,0
141710,0
141712,0
141715,0
141722,0
141725,0
139895,0
139896,0
139899,0
139907,0
139914,0
139918,0
139919,0
139923,0
139924,0
139941,0
139943,0
139944,0
139951,0
139952,0
139964,0
139966,0
139975,0
139976,0
139983,0
141757,0
141760,0
139187,0
139192,0
139203,0
139205,0
139208,0
139218,0
139232,0
139234,0
139235,0
139245,0
139256,0
139257,0
139268,0
139269,0
139271,0
139303,0
139319,0
139326,0
139342,0
139356,0
139360,0
139367,0
139371,0
139375,0
139379,0
139382,0
139390,0
139408,0
139429,0
139458,0
139464,0
139472,0
139477,0
139478,0
139479,0
